o_sa3_11,d_sa3_11,employed_persons,transport_class,o_lat,o_long,d_lat,d_long
10201,12002,21,Other,-33.3654178370037,151.218166624468,-33.8705153662709,151.167939813105
10201,12002,3,Physical Activity,-33.3654178370037,151.218166624468,-33.8705153662709,151.167939813105
10201,12002,21,Public Transport,-33.3654178370037,151.218166624468,-33.8705153662709,151.167939813105
10201,12003,6,At Home,-33.3654178370037,151.218166624468,-33.8857769634369,151.105689954718
10201,12003,155,Motor Vehicle,-33.3654178370037,151.218166624468,-33.8857769634369,151.105689954718
10201,12003,43,Other,-33.3654178370037,151.218166624468,-33.8857769634369,151.105689954718
10201,12003,3,Physical Activity,-33.3654178370037,151.218166624468,-33.8857769634369,151.105689954718
10201,12003,173,Public Transport,-33.3654178370037,151.218166624468,-33.8857769634369,151.105689954718
10201,12101,46,At Home,-33.3654178370037,151.218166624468,-33.8071838005107,151.186877978662
10201,12101,679,Motor Vehicle,-33.3654178370037,151.218166624468,-33.8071838005107,151.186877978662
10201,12101,194,Other,-33.3654178370037,151.218166624468,-33.8071838005107,151.186877978662
10201,12101,3,Physical Activity,-33.3654178370037,151.218166624468,-33.8071838005107,151.186877978662
10201,12101,790,Public Transport,-33.3654178370037,151.218166624468,-33.8071838005107,151.186877978662
10201,12102,9,At Home,-33.3654178370037,151.218166624468,-33.6219462774858,151.149688875005
10201,12102,1467,Motor Vehicle,-33.3654178370037,151.218166624468,-33.6219462774858,151.149688875005
10201,12102,318,Other,-33.3654178370037,151.218166624468,-33.6219462774858,151.149688875005
10201,12102,6,Physical Activity,-33.3654178370037,151.218166624468,-33.6219462774858,151.149688875005
10201,12102,624,Public Transport,-33.3654178370037,151.218166624468,-33.6219462774858,151.149688875005
10201,12103,6,At Home,-33.3654178370037,151.218166624468,-33.7347165093735,151.150972089722
10201,12103,667,Motor Vehicle,-33.3654178370037,151.218166624468,-33.7347165093735,151.150972089722
10201,12103,120,Other,-33.3654178370037,151.218166624468,-33.7347165093735,151.150972089722
10201,12103,11,Physical Activity,-33.3654178370037,151.218166624468,-33.7347165093735,151.150972089722
10201,12103,176,Public Transport,-33.3654178370037,151.218166624468,-33.7347165093735,151.150972089722
10201,12104,24,At Home,-33.3654178370037,151.218166624468,-33.8312879347314,151.226878575583
10201,12104,261,Motor Vehicle,-33.3654178370037,151.218166624468,-33.8312879347314,151.226878575583
10201,12104,80,Other,-33.3654178370037,151.218166624468,-33.8312879347314,151.226878575583
10201,12104,13,Physical Activity,-33.3654178370037,151.218166624468,-33.8312879347314,151.226878575583
10201,12104,674,Public Transport,-33.3654178370037,151.218166624468,-33.8312879347314,151.226878575583
10201,12201,40,Motor Vehicle,-33.3654178370037,151.218166624468,-33.8002745028312,151.269980926513
10201,12201,12,Other,-33.3654178370037,151.218166624468,-33.8002745028312,151.269980926513
10201,12201,6,Public Transport,-33.3654178370037,151.218166624468,-33.8002745028312,151.269980926513
10201,12202,5,At Home,-33.3654178370037,151.218166624468,-33.6398197181127,151.279287309094
10201,12202,147,Motor Vehicle,-33.3654178370037,151.218166624468,-33.6398197181127,151.279287309094
10201,12202,16,Other,-33.3654178370037,151.218166624468,-33.6398197181127,151.279287309094
10201,12202,60,Public Transport,-33.3654178370037,151.218166624468,-33.6398197181127,151.279287309094
10201,12203,3,At Home,-33.3654178370037,151.218166624468,-33.7101675574682,151.229768250685
10201,12203,396,Motor Vehicle,-33.3654178370037,151.218166624468,-33.7101675574682,151.229768250685
10201,12203,59,Other,-33.3654178370037,151.218166624468,-33.7101675574682,151.229768250685
10201,12203,3,Physical Activity,-33.3654178370037,151.218166624468,-33.7101675574682,151.229768250685
10201,12203,63,Public Transport,-33.3654178370037,151.218166624468,-33.7101675574682,151.229768250685
10201,12301,12,Motor Vehicle,-33.3654178370037,151.218166624468,-34.0552610782984,150.719745897923
10201,12302,44,Motor Vehicle,-33.3654178370037,151.218166624468,-34.078120545458,150.85353303744
10201,12302,3,Other,-33.3654178370037,151.218166624468,-34.078120545458,150.85353303744
10201,12302,3,Public Transport,-33.3654178370037,151.218166624468,-34.078120545458,150.85353303744
10201,12401,3,At Home,-33.3654178370037,151.218166624468,-33.6370067871707,150.425791334756
10201,12401,7,Motor Vehicle,-33.3654178370037,151.218166624468,-33.6370067871707,150.425791334756
10201,12401,6,Other,-33.3654178370037,151.218166624468,-33.6370067871707,150.425791334756
10201,12401,3,Public Transport,-33.3654178370037,151.218166624468,-33.6370067871707,150.425791334756
10201,12403,43,Motor Vehicle,-33.3654178370037,151.218166624468,-33.8114269982528,150.678777279019
10201,12403,13,Other,-33.3654178370037,151.218166624468,-33.8114269982528,150.678777279019
10201,12403,3,Public Transport,-33.3654178370037,151.218166624468,-33.8114269982528,150.678777279019
10201,12404,3,At Home,-33.3654178370037,151.218166624468,-33.6239588232779,150.746541263663
10201,12404,21,Motor Vehicle,-33.3654178370037,151.218166624468,-33.6239588232779,150.746541263663
10201,12404,3,Other,-33.3654178370037,151.218166624468,-33.6239588232779,150.746541263663
10201,12404,3,Public Transport,-33.3654178370037,151.218166624468,-33.6239588232779,150.746541263663
10201,12405,33,Motor Vehicle,-33.3654178370037,151.218166624468,-33.7842426080645,150.785910102826
10201,12405,3,Other,-33.3654178370037,151.218166624468,-33.7842426080645,150.785910102826
10201,12501,6,At Home,-33.3654178370037,151.218166624468,-33.8554865944216,151.045314427947
10201,12501,324,Motor Vehicle,-33.3654178370037,151.218166624468,-33.8554865944216,151.045314427947
10201,12501,73,Other,-33.3654178370037,151.218166624468,-33.8554865944216,151.045314427947
10201,12501,3,Physical Activity,-33.3654178370037,151.218166624468,-33.8554865944216,151.045314427947
10201,12501,97,Public Transport,-33.3654178370037,151.218166624468,-33.8554865944216,151.045314427947
10201,12502,4,At Home,-33.3654178370037,151.218166624468,-33.7929597375501,151.046543950111
10201,12502,122,Motor Vehicle,-33.3654178370037,151.218166624468,-33.7929597375501,151.046543950111
10201,12502,6,Other,-33.3654178370037,151.218166624468,-33.7929597375501,151.046543950111
10201,12502,7,Physical Activity,-33.3654178370037,151.218166624468,-33.7929597375501,151.046543950111
10201,12502,13,Public Transport,-33.3654178370037,151.218166624468,-33.7929597375501,151.046543950111
10201,12503,6,At Home,-33.3654178370037,151.218166624468,-33.8481721176125,150.973807285962
10201,12503,145,Motor Vehicle,-33.3654178370037,151.218166624468,-33.8481721176125,150.973807285962
10201,12503,18,Other,-33.3654178370037,151.218166624468,-33.8481721176125,150.973807285962
10201,12503,4,Physical Activity,-33.3654178370037,151.218166624468,-33.8481721176125,150.973807285962
10201,12503,10,Public Transport,-33.3654178370037,151.218166624468,-33.8481721176125,150.973807285962
10201,12504,320,Motor Vehicle,-33.3654178370037,151.218166624468,-33.7973530423662,150.992089032302
10201,12504,77,Other,-33.3654178370037,151.218166624468,-33.7973530423662,150.992089032302
10201,12504,4,Physical Activity,-33.3654178370037,151.218166624468,-33.7973530423662,150.992089032302
10201,12504,160,Public Transport,-33.3654178370037,151.218166624468,-33.7973530423662,150.992089032302
10201,12601,9,At Home,-33.3654178370037,151.218166624468,-33.7541973764,151.073703949509
10201,12601,133,Motor Vehicle,-33.3654178370037,151.218166624468,-33.7541973764,151.073703949509
10201,12601,32,Other,-33.3654178370037,151.218166624468,-33.7541973764,151.073703949509
10201,12601,88,Public Transport,-33.3654178370037,151.218166624468,-33.7541973764,151.073703949509
10201,12602,40,At Home,-33.3654178370037,151.218166624468,-33.8029422827192,151.113550826169
10201,12602,704,Motor Vehicle,-33.3654178370037,151.218166624468,-33.8029422827192,151.113550826169
10201,12602,115,Other,-33.3654178370037,151.218166624468,-33.8029422827192,151.113550826169
10201,12602,13,Physical Activity,-33.3654178370037,151.218166624468,-33.8029422827192,151.113550826169
10201,12602,456,Public Transport,-33.3654178370037,151.218166624468,-33.8029422827192,151.113550826169
10201,12701,13,Motor Vehicle,-33.3654178370037,151.218166624468,-33.9470686703879,150.747206476496
10201,12702,116,Motor Vehicle,-33.3654178370037,151.218166624468,-33.8621099428901,150.869363714094
10201,12702,3,Other,-33.3654178370037,151.218166624468,-33.8621099428901,150.869363714094
10201,12702,10,Public Transport,-33.3654178370037,151.218166624468,-33.8621099428901,150.869363714094
10201,12703,44,Motor Vehicle,-33.3654178370037,151.218166624468,-33.9687129624376,150.93066690772
10201,12703,3,Other,-33.3654178370037,151.218166624468,-33.9687129624376,150.93066690772
10201,12703,15,Public Transport,-33.3654178370037,151.218166624468,-33.9687129624376,150.93066690772
10201,12801,25,Motor Vehicle,-33.3654178370037,151.218166624468,-34.0358744147225,151.144055979212
10201,12801,6,Public Transport,-33.3654178370037,151.218166624468,-34.0358744147225,151.144055979212
10202,10201,43,At Home,-33.2258189296388,151.381697628743,-33.3654178370037,151.218166624468
10202,10201,8882,Motor Vehicle,-33.2258189296388,151.381697628743,-33.3654178370037,151.218166624468
10202,10201,1381,Other,-33.2258189296388,151.381697628743,-33.3654178370037,151.218166624468
10202,10201,18,Physical Activity,-33.2258189296388,151.381697628743,-33.3654178370037,151.218166624468
10202,10201,305,Public Transport,-33.2258189296388,151.381697628743,-33.3654178370037,151.218166624468
10202,10202,1829,At Home,-33.2258189296388,151.381697628743,-33.2258189296388,151.381697628743
10202,10202,23206,Motor Vehicle,-33.2258189296388,151.381697628743,-33.2258189296388,151.381697628743
10202,10202,4711,Other,-33.2258189296388,151.381697628743,-33.2258189296388,151.381697628743
10202,10202,938,Physical Activity,-33.2258189296388,151.381697628743,-33.2258189296388,151.381697628743
10202,10202,693,Public Transport,-33.2258189296388,151.381697628743,-33.2258189296388,151.381697628743
10202,10601,260,Motor Vehicle,-33.2258189296388,151.381697628743,-32.623794733439,151.224207132644
10202,10601,28,Other,-33.2258189296388,151.381697628743,-32.623794733439,151.224207132644
10202,10602,3,At Home,-33.2258189296388,151.381697628743,-32.7097666876091,151.548731554685
10202,10602,223,Motor Vehicle,-33.2258189296388,151.381697628743,-32.7097666876091,151.548731554685
10202,10602,15,Other,-33.2258189296388,151.381697628743,-32.7097666876091,151.548731554685
10202,10602,3,Physical Activity,-33.2258189296388,151.381697628743,-32.7097666876091,151.548731554685
10202,10602,7,Public Transport,-33.2258189296388,151.381697628743,-32.7097666876091,151.548731554685
10202,10603,8,At Home,-33.2258189296388,151.381697628743,-32.6974250296331,151.903557157689
10202,10603,193,Motor Vehicle,-33.2258189296388,151.381697628743,-32.6974250296331,151.903557157689
10202,10603,16,Other,-33.2258189296388,151.381697628743,-32.6974250296331,151.903557157689
10202,10603,3,Physical Activity,-33.2258189296388,151.381697628743,-32.6974250296331,151.903557157689
10202,10603,3,Public Transport,-33.2258189296388,151.381697628743,-32.6974250296331,151.903557157689
10202,10701,10,Motor Vehicle,-33.2258189296388,151.381697628743,-34.4880969623116,150.799230045439
10202,10701,3,Other,-33.2258189296388,151.381697628743,-34.4880969623116,150.799230045439
10202,10703,3,Other,-33.2258189296388,151.381697628743,-34.6478532959603,150.76647968206
10202,10703,3,Physical Activity,-33.2258189296388,151.381697628743,-34.6478532959603,150.76647968206
10202,10704,9,Motor Vehicle,-33.2258189296388,151.381697628743,-34.252073499099,150.932031199169
10202,10704,3,Other,-33.2258189296388,151.381697628743,-34.252073499099,150.932031199169
10202,11101,3,At Home,-33.2258189296388,151.381697628743,-33.0205454177941,151.661567991841
10202,11101,1033,Motor Vehicle,-33.2258189296388,151.381697628743,-33.0205454177941,151.661567991841
10202,11101,142,Other,-33.2258189296388,151.381697628743,-33.0205454177941,151.661567991841
10202,11101,13,Public Transport,-33.2258189296388,151.381697628743,-33.0205454177941,151.661567991841
10202,11102,4,At Home,-33.2258189296388,151.381697628743,-33.0445004310488,151.493708994439
10202,11102,1233,Motor Vehicle,-33.2258189296388,151.381697628743,-33.0445004310488,151.493708994439
10202,11102,185,Other,-33.2258189296388,151.381697628743,-33.0445004310488,151.493708994439
10202,11102,8,Physical Activity,-33.2258189296388,151.381697628743,-33.0445004310488,151.493708994439
10202,11102,10,Public Transport,-33.2258189296388,151.381697628743,-33.0445004310488,151.493708994439
10202,11103,15,At Home,-33.2258189296388,151.381697628743,-32.8733620561585,151.710306815467
10202,11103,1431,Motor Vehicle,-33.2258189296388,151.381697628743,-32.8733620561585,151.710306815467
10202,11103,203,Other,-33.2258189296388,151.381697628743,-32.8733620561585,151.710306815467
10202,11103,131,Public Transport,-33.2258189296388,151.381697628743,-32.8733620561585,151.710306815467
10202,11401,4,At Home,-33.2258189296388,151.381697628743,-35.0754067171435,150.379720976559
10202,11401,6,Motor Vehicle,-33.2258189296388,151.381697628743,-35.0754067171435,150.379720976559
10202,11402,9,Motor Vehicle,-33.2258189296388,151.381697628743,-34.4932078647714,150.339391345565
10202,11402,3,Other,-33.2258189296388,151.381697628743,-34.4932078647714,150.339391345565
10202,11501,9,At Home,-33.2258189296388,151.381697628743,-33.7305925964078,150.995274285666
10202,11501,184,Motor Vehicle,-33.2258189296388,151.381697628743,-33.7305925964078,150.995274285666
10202,11501,29,Other,-33.2258189296388,151.381697628743,-33.7305925964078,150.995274285666
10202,11502,26,Motor Vehicle,-33.2258189296388,151.381697628743,-33.5475056657738,151.014755063298
10202,11502,7,Other,-33.2258189296388,151.381697628743,-33.5475056657738,151.014755063298
10202,11504,19,Motor Vehicle,-33.2258189296388,151.381697628743,-33.6212447969262,150.893031622539
10202,11504,3,Other,-33.2258189296388,151.381697628743,-33.6212447969262,150.893031622539
10202,11601,3,At Home,-33.2258189296388,151.381697628743,-33.7690007955044,150.908501108425
10202,11601,163,Motor Vehicle,-33.2258189296388,151.381697628743,-33.7690007955044,150.908501108425
10202,11601,9,Other,-33.2258189296388,151.381697628743,-33.7690007955044,150.908501108425
10202,11601,6,Physical Activity,-33.2258189296388,151.381697628743,-33.7690007955044,150.908501108425
10202,11601,3,Public Transport,-33.2258189296388,151.381697628743,-33.7690007955044,150.908501108425
10202,11602,3,At Home,-33.2258189296388,151.381697628743,-33.6987501462388,150.861082383034
10202,11602,28,Motor Vehicle,-33.2258189296388,151.381697628743,-33.6987501462388,150.861082383034
10202,11602,9,Other,-33.2258189296388,151.381697628743,-33.6987501462388,150.861082383034
10202,11603,6,At Home,-33.2258189296388,151.381697628743,-33.7747508859066,150.838856555676
10202,11603,109,Motor Vehicle,-33.2258189296388,151.381697628743,-33.7747508859066,150.838856555676
10202,11603,19,Other,-33.2258189296388,151.381697628743,-33.7747508859066,150.838856555676
10202,11603,4,Public Transport,-33.2258189296388,151.381697628743,-33.7747508859066,150.838856555676
10202,11701,3,At Home,-33.2258189296388,151.381697628743,-33.9454116150596,151.200191274438
10202,11701,95,Motor Vehicle,-33.2258189296388,151.381697628743,-33.9454116150596,151.200191274438
10202,11701,56,Other,-33.2258189296388,151.381697628743,-33.9454116150596,151.200191274438
10202,11701,3,Physical Activity,-33.2258189296388,151.381697628743,-33.9454116150596,151.200191274438
10202,11701,13,Public Transport,-33.2258189296388,151.381697628743,-33.9454116150596,151.200191274438
10202,11702,31,Motor Vehicle,-33.2258189296388,151.381697628743,-33.9101069441191,151.161279704267
10202,11702,7,Other,-33.2258189296388,151.381697628743,-33.9101069441191,151.161279704267
10202,11702,15,Public Transport,-33.2258189296388,151.381697628743,-33.9101069441191,151.161279704267
10202,11703,32,At Home,-33.2258189296388,151.381697628743,-33.8891033723234,151.199670555568
10202,11703,387,Motor Vehicle,-33.2258189296388,151.381697628743,-33.8891033723234,151.199670555568
10202,11703,204,Other,-33.2258189296388,151.381697628743,-33.8891033723234,151.199670555568
10202,11703,16,Physical Activity,-33.2258189296388,151.381697628743,-33.8891033723234,151.199670555568
10202,11703,817,Public Transport,-33.2258189296388,151.381697628743,-33.8891033723234,151.199670555568
10202,11801,17,Motor Vehicle,-33.2258189296388,151.381697628743,-33.8823560154136,151.255525315745
10202,11801,19,Other,-33.2258189296388,151.381697628743,-33.8823560154136,151.255525315745
10202,11801,26,Public Transport,-33.2258189296388,151.381697628743,-33.8823560154136,151.255525315745
10202,11802,32,Motor Vehicle,-33.2258189296388,151.381697628743,-33.9434866235128,151.242152984931
10202,11802,15,Other,-33.2258189296388,151.381697628743,-33.9434866235128,151.242152984931
10202,11802,6,Public Transport,-33.2258189296388,151.381697628743,-33.9434866235128,151.242152984931
10202,11901,96,Motor Vehicle,-33.2258189296388,151.381697628743,-33.9275615937553,151.014782918924
10202,11901,15,Other,-33.2258189296388,151.381697628743,-33.9275615937553,151.014782918924
10202,11901,6,Public Transport,-33.2258189296388,151.381697628743,-33.9275615937553,151.014782918924
10202,11902,31,Motor Vehicle,-33.2258189296388,151.381697628743,-33.9242469068868,151.089305371548
10202,11902,9,Other,-33.2258189296388,151.381697628743,-33.9242469068868,151.089305371548
10202,11903,14,Motor Vehicle,-33.2258189296388,151.381697628743,-33.9692086007189,151.077817320245
10202,11903,3,Other,-33.2258189296388,151.381697628743,-33.9692086007189,151.077817320245
10202,11904,20,Motor Vehicle,-33.2258189296388,151.381697628743,-33.9596663180164,151.133092511526
10202,11904,3,Other,-33.2258189296388,151.381697628743,-33.9596663180164,151.133092511526
10202,11904,11,Public Transport,-33.2258189296388,151.381697628743,-33.9596663180164,151.133092511526
10202,12001,3,At Home,-33.2258189296388,151.381697628743,-33.8533650602052,151.114948338752
10202,12001,85,Motor Vehicle,-33.2258189296388,151.381697628743,-33.8533650602052,151.114948338752
10202,12001,6,Other,-33.2258189296388,151.381697628743,-33.8533650602052,151.114948338752
10202,12001,36,Public Transport,-33.2258189296388,151.381697628743,-33.8533650602052,151.114948338752
10202,12002,26,Motor Vehicle,-33.2258189296388,151.381697628743,-33.8705153662709,151.167939813105
10202,12002,18,Other,-33.2258189296388,151.381697628743,-33.8705153662709,151.167939813105
10202,12002,7,Public Transport,-33.2258189296388,151.381697628743,-33.8705153662709,151.167939813105
10202,12003,6,At Home,-33.2258189296388,151.381697628743,-33.8857769634369,151.105689954718
10202,12003,86,Motor Vehicle,-33.2258189296388,151.381697628743,-33.8857769634369,151.105689954718
10202,12003,24,Other,-33.2258189296388,151.381697628743,-33.8857769634369,151.105689954718
10202,12003,66,Public Transport,-33.2258189296388,151.381697628743,-33.8857769634369,151.105689954718
10202,12101,15,At Home,-33.2258189296388,151.381697628743,-33.8071838005107,151.186877978662
10202,12101,363,Motor Vehicle,-33.2258189296388,151.381697628743,-33.8071838005107,151.186877978662
10202,12101,60,Other,-33.2258189296388,151.381697628743,-33.8071838005107,151.186877978662
10202,12101,3,Physical Activity,-33.2258189296388,151.381697628743,-33.8071838005107,151.186877978662
10202,12101,189,Public Transport,-33.2258189296388,151.381697628743,-33.8071838005107,151.186877978662
10202,12102,6,At Home,-33.2258189296388,151.381697628743,-33.6219462774858,151.149688875005
